level_0,index,ranking_date,rank,player,points
969,717285,2007-01-02 01:00:00,2,Rafael Nadal,5735.0
970,717286,2007-01-02 01:00:00,3,Novak Djokovic,4470.0
971,719117,2007-01-02 01:07:00,1,Roger Federer,7180.0
972,719118,2007-01-02 01:07:00,2,Rafael Nadal,5735.0
973,719119,2007-01-02 01:07:00,3,Novak Djokovic,4470.0
974,720949,2007-01-02 02:04:00,1,Roger Federer,7180.0
975,720950,2007-01-02 02:04:00,2,Rafael Nadal,5735.0
976,720951,2007-01-02 02:04:00,3,Novak Djokovic,4470.0
977,722782,2007-01-02 03:01:00,1,Roger Federer,7180.0
978,722783,2007-01-02 03:01:00,2,Rafael Nadal,5735.0
979,722784,2007-01-02 03:01:00,3,Novak Djokovic,4470.0
980,724616,2008-01-07 00:00:00,1,Roger Federer,7180.0
981,724617,2008-01-07 00:00:00,2,Rafael Nadal,5780.0
982,724618,2008-01-07 00:00:00,3,Novak Djokovic,4315.0
983,726455,2008-01-14 00:00:00,1,Roger Federer,7180.0
984,726456,2008-01-14 00:00:00,2,Rafael Nadal,5780.0
985,726457,2008-01-14 00:00:00,3,Novak Djokovic,4315.0
986,728294,2008-01-21 00:00:00,1,Roger Federer,7180.0
987,728295,2008-01-21 00:00:00,2,Rafael Nadal,5780.0
988,728296,2008-01-21 00:00:00,3,Novak Djokovic,4315.0
989,730133,2008-01-28 00:00:00,1,Roger Federer,6630.0
990,730134,2008-01-28 00:00:00,2,Rafael Nadal,5980.0
991,730135,2008-01-28 00:00:00,3,Novak Djokovic,5165.0
992,731979,2008-02-04 00:00:00,1,Roger Federer,6630.0
993,731980,2008-02-04 00:00:00,2,Rafael Nadal,5980.0
994,731981,2008-02-04 00:00:00,3,Novak Djokovic,5165.0
995,733826,2008-02-11 00:00:00,1,Roger Federer,6630.0
996,733827,2008-02-11 00:00:00,2,Rafael Nadal,5980.0
997,733828,2008-02-11 00:00:00,3,Novak Djokovic,5165.0
998,735673,2008-02-18 00:00:00,1,Roger Federer,6630.0
999,735674,2008-02-18 00:00:00,2,Rafael Nadal,5980.0
1000,735675,2008-02-18 00:00:00,3,Novak Djokovic,5165.0
1001,737528,2008-02-25 00:00:00,1,Roger Federer,6630.0
1002,737529,2008-02-25 00:00:00,2,Rafael Nadal,5980.0
1003,737530,2008-02-25 00:00:00,3,Novak Djokovic,5070.0
1004,739384,2008-03-03 00:00:00,1,Roger Federer,6330.0
1005,739385,2008-03-03 00:00:00,2,Rafael Nadal,5930.0
1006,739386,2008-03-03 00:00:00,3,Novak Djokovic,5010.0
1007,741243,2008-03-10 00:00:00,1,Roger Federer,6330.0
1008,741244,2008-03-10 00:00:00,2,Rafael Nadal,5980.0
1009,741245,2008-03-10 00:00:00,3,Novak Djokovic,5130.0
1010,743105,2008-03-17 00:00:00,1,Roger Federer,6330.0
1011,743106,2008-03-17 00:00:00,2,Rafael Nadal,5980.0
1012,743107,2008-03-17 00:00:00,3,Novak Djokovic,5130.0
1013,744967,2008-03-24 00:00:00,1,Roger Federer,6550.0
1014,744968,2008-03-24 00:00:00,2,Rafael Nadal,5705.0
1015,744969,2008-03-24 00:00:00,3,Novak Djokovic,5280.0
1016,746828,2008-03-31 00:00:00,1,Roger Federer,6550.0
1017,746829,2008-03-31 00:00:00,2,Rafael Nadal,5705.0
1018,746830,2008-03-31 00:00:00,3,Novak Djokovic,5280.0
1019,748587,2008-04-07 00:00:00,1,Roger Federer,6600.0
1020,748588,2008-04-07 00:00:00,2,Rafael Nadal,5930.0
1021,748589,2008-04-07 00:00:00,3,Novak Djokovic,4785.0
1022,750434,2008-04-14 00:00:00,1,Roger Federer,6600.0
1023,750435,2008-04-14 00:00:00,2,Rafael Nadal,5930.0
1024,750436,2008-04-14 00:00:00,3,Novak Djokovic,4785.0
1025,752276,2008-04-21 00:00:00,1,Roger Federer,6425.0
1026,752277,2008-04-21 00:00:00,2,Rafael Nadal,5455.0
1027,752278,2008-04-21 00:00:00,3,Novak Djokovic,4725.0
1028,754112,2008-04-28 00:00:00,1,Roger Federer,6775.0
1029,754113,2008-04-28 00:00:00,2,Rafael Nadal,5655.0
1030,754114,2008-04-28 00:00:00,3,Novak Djokovic,4935.0
1031,755949,2008-05-05 00:00:00,1,Roger Federer,6775.0
1032,755950,2008-05-05 00:00:00,2,Rafael Nadal,5930.0
1033,755951,2008-05-05 00:00:00,3,Novak Djokovic,4750.0
1034,757787,2008-05-12 00:00:00,1,Roger Federer,6825.0
1035,757788,2008-05-12 00:00:00,2,Rafael Nadal,5435.0
1036,757789,2008-05-12 00:00:00,3,Novak Djokovic,5125.0
1037,759626,2008-05-19 00:00:00,1,Roger Federer,6675.0
1038,759627,2008-05-19 00:00:00,2,Rafael Nadal,5585.0
1039,759628,2008-05-19 00:00:00,3,Novak Djokovic,5225.0
1040,761480,2008-05-26 00:00:00,1,Roger Federer,6675.0
1041,761481,2008-05-26 00:00:00,2,Rafael Nadal,5585.0
1042,761482,2008-05-26 00:00:00,3,Novak Djokovic,5225.0
1043,763324,2008-06-02 00:00:00,1,Roger Federer,6675.0
1044,763325,2008-06-02 00:00:00,2,Rafael Nadal,5585.0
1045,763326,2008-06-02 00:00:00,3,Novak Djokovic,5225.0
1046,765168,2008-06-09 00:00:00,1,Roger Federer,6675.0
1047,765169,2008-06-09 00:00:00,2,Rafael Nadal,5585.0
1048,765170,2008-06-09 00:00:00,3,Novak Djokovic,5225.0
1049,767014,2008-06-16 00:00:00,1,Roger Federer,6900.0
1050,767015,2008-06-16 00:00:00,2,Rafael Nadal,5755.0
1051,767016,2008-06-16 00:00:00,3,Novak Djokovic,5360.0
1052,768864,2008-06-23 00:00:00,1,Roger Federer,6900.0
1053,768865,2008-06-23 00:00:00,2,Rafael Nadal,5755.0
1054,768866,2008-06-23 00:00:00,3,Novak Djokovic,5360.0
1055,770719,2008-06-30 00:00:00,1,Roger Federer,6900.0
1056,770720,2008-06-30 00:00:00,2,Rafael Nadal,5755.0
1057,770721,2008-06-30 00:00:00,3,Novak Djokovic,5360.0
1058,772576,2008-07-07 00:00:00,1,Roger Federer,6600.0
1059,772577,2008-07-07 00:00:00,2,Rafael Nadal,6055.0
1060,772578,2008-07-07 00:00:00,3,Novak Djokovic,4945.0
1061,774446,2008-07-14 00:00:00,1,Roger Federer,6600.0
1062,774447,2008-07-14 00:00:00,2,Rafael Nadal,6055.0
1063,774448,2008-07-14 00:00:00,3,Novak Djokovic,4945.0
1064,776332,2008-07-21 00:00:00,1,Roger Federer,6600.0
1065,776333,2008-07-21 00:00:00,2,Rafael Nadal,5830.0
1066,776334,2008-07-21 00:00:00,3,Novak Djokovic,4945.0
1067,778226,2008-07-28 00:00:00,1,Roger Federer,6605.0
1068,778227,2008-07-28 00:00:00,2,Rafael Nadal,6305.0
1069,778228,2008-07-28 00:00:00,3,Novak Djokovic,5055.0
1070,780125,2008-08-04 00:00:00,1,Roger Federer,6680.0
1071,780126,2008-08-04 00:00:00,2,Rafael Nadal,6455.0
1072,780127,2008-08-04 00:00:00,3,Novak Djokovic,5390.0
1073,782019,2008-08-11 00:00:00,1,Roger Federer,6330.0
1074,782020,2008-08-11 00:00:00,2,Rafael Nadal,6305.0
1075,782021,2008-08-11 00:00:00,3,Novak Djokovic,4905.0
1076,783909,2008-08-18 00:00:00,1,Rafael Nadal,6700.0
1077,783910,2008-08-18 00:00:00,2,Roger Federer,5930.0
1078,783911,2008-08-18 00:00:00,3,Novak Djokovic,5105.0
1079,785798,2008-08-25 00:00:00,1,Rafael Nadal,6700.0
1080,785799,2008-08-25 00:00:00,2,Roger Federer,5930.0
1081,785800,2008-08-25 00:00:00,3,Novak Djokovic,5105.0
1082,787678,2008-09-01 00:00:00,1,Rafael Nadal,6700.0
1083,787679,2008-09-01 00:00:00,2,Roger Federer,5930.0
1084,787680,2008-09-01 00:00:00,3,Novak Djokovic,5105.0
1085,789558,2008-09-08 00:00:00,1,Rafael Nadal,7000.0
1086,789559,2008-09-08 00:00:00,2,Roger Federer,5930.0
1087,789560,2008-09-08 00:00:00,3,Novak Djokovic,4855.0
1088,791457,2008-09-15 00:00:00,1,Rafael Nadal,7000.0
1089,791458,2008-09-15 00:00:00,2,Roger Federer,5930.0
1090,791459,2008-09-15 00:00:00,3,Novak Djokovic,4855.0
1091,793360,2008-09-22 00:00:00,1,Rafael Nadal,7000.0
1092,793361,2008-09-22 00:00:00,2,Roger Federer,5930.0
1093,793362,2008-09-22 00:00:00,3,Novak Djokovic,4855.0
1094,795278,2008-09-29 00:00:00,1,Rafael Nadal,7000.0
1095,795279,2008-09-29 00:00:00,2,Roger Federer,5930.0
1096,795280,2008-09-29 00:00:00,3,Novak Djokovic,4960.0
1097,797205,2008-10-06 00:00:00,1,Rafael Nadal,7000.0
1098,797206,2008-10-06 00:00:00,2,Roger Federer,5930.0
1099,797207,2008-10-06 00:00:00,3,Novak Djokovic,4960.0
1100,799144,2008-10-13 00:00:00,1,Rafael Nadal,7000.0
1101,799145,2008-10-13 00:00:00,2,Roger Federer,5930.0
1102,799146,2008-10-13 00:00:00,3,Novak Djokovic,4725.0
1103,801097,2008-10-20 00:00:00,1,Rafael Nadal,7100.0
1104,801098,2008-10-20 00:00:00,2,Roger Federer,5805.0
1105,801099,2008-10-20 00:00:00,3,Novak Djokovic,4575.0
1106,803059,2008-10-27 00:00:00,1,Rafael Nadal,7100.0
1107,803060,2008-10-27 00:00:00,2,Roger Federer,5805.0
1108,803061,2008-10-27 00:00:00,3,Novak Djokovic,4575.0
1109,805026,2008-01-01 00:03:00,1,Rafael Nadal,6675.0
1110,805027,2008-01-01 00:03:00,2,Roger Federer,5205.0
1111,805028,2008-01-01 00:03:00,3,Novak Djokovic,4645.0
1112,806988,2008-01-01 01:00:00,1,Rafael Nadal,6675.0
1113,806989,2008-01-01 01:00:00,2,Roger Federer,5205.0
1114,806990,2008-01-01 01:00:00,3,Novak Djokovic,4645.0
1115,808940,2008-01-01 01:07:00,1,Rafael Nadal,6675.0
1116,808941,2008-01-01 01:07:00,2,Roger Federer,5305.0
1117,808942,2008-01-01 01:07:00,3,Novak Djokovic,5295.0
1118,810883,2008-01-01 02:04:00,1,Rafael Nadal,6675.0
1119,810884,2008-01-01 02:04:00,2,Roger Federer,5305.0
1120,810885,2008-01-01 02:04:00,3,Novak Djokovic,5295.0
1121,812819,2008-01-02 00:01:00,1,Rafael Nadal,6675.0
1122,812820,2008-01-02 00:01:00,2,Roger Federer,5305.0
1123,812821,2008-01-02 00:01:00,3,Novak Djokovic,5295.0
1124,814754,2008-01-02 00:08:00,1,Rafael Nadal,6675.0
1125,814755,2008-01-02 00:08:00,2,Roger Federer,5305.0
1126,814756,2008-01-02 00:08:00,3,Novak Djokovic,5295.0
1127,816691,2008-01-02 01:05:00,1,Rafael Nadal,6675.0
1128,816692,2008-01-02 01:05:00,2,Roger Federer,5305.0
1129,816693,2008-01-02 01:05:00,3,Novak Djokovic,5295.0
1130,818626,2008-01-02 02:02:00,1,Rafael Nadal,6675.0
1131,818627,2008-01-02 02:02:00,2,Roger Federer,5305.0
1132,818628,2008-01-02 02:02:00,3,Novak Djokovic,5295.0
1133,820563,2008-01-02 02:09:00,1,Rafael Nadal,6675.0
1134,820564,2008-01-02 02:09:00,2,Roger Federer,5305.0
1135,820565,2008-01-02 02:09:00,3,Novak Djokovic,5295.0
1136,822500,2009-01-05 00:00:00,1,Rafael Nadal,13160.0
1137,822501,2009-01-05 00:00:00,2,Roger Federer,10610.0
1138,822502,2009-01-05 00:00:00,3,Novak Djokovic,10590.0
1139,824432,2009-01-12 00:00:00,1,Rafael Nadal,13160.0
1140,824433,2009-01-12 00:00:00,2,Roger Federer,10700.0
1141,824434,2009-01-12 00:00:00,3,Novak Djokovic,10590.0
1142,826364,2009-01-19 00:00:00,1,Rafael Nadal,13160.0
1143,826365,2009-01-19 00:00:00,2,Roger Federer,10700.0
1144,826366,2009-01-19 00:00:00,3,Novak Djokovic,10650.0
1145,828296,2009-01-26 00:00:00,1,Rafael Nadal,13160.0
1146,828297,2009-01-26 00:00:00,2,Roger Federer,10700.0
1147,828298,2009-01-26 00:00:00,3,Novak Djokovic,10650.0
1148,830228,2009-02-02 00:00:00,1,Rafael Nadal,14260.0
1149,830229,2009-02-02 00:00:00,2,Roger Federer,11000.0
1150,830230,2009-02-02 00:00:00,3,Novak Djokovic,9010.0
1151,832154,2009-02-09 00:00:00,1,Rafael Nadal,14260.0
1152,832155,2009-02-09 00:00:00,2,Roger Federer,11000.0
1153,832156,2009-02-09 00:00:00,3,Novak Djokovic,9010.0
1154,834079,2009-02-16 00:00:00,1,Rafael Nadal,14510.0
1155,834080,2009-02-16 00:00:00,2,Roger Federer,11000.0
1156,834081,2009-02-16 00:00:00,3,Novak Djokovic,9010.0
1157,835999,2009-02-23 00:00:00,1,Rafael Nadal,14510.0
1158,836000,2009-02-23 00:00:00,2,Roger Federer,11000.0
1159,836001,2009-02-23 00:00:00,3,Novak Djokovic,9010.0
1160,837918,2009-03-02 00:00:00,1,Rafael Nadal,14360.0
1161,837919,2009-03-02 00:00:00,2,Roger Federer,11000.0
1162,837920,2009-03-02 00:00:00,3,Novak Djokovic,9420.0
1163,839840,2009-03-09 00:00:00,1,Rafael Nadal,14360.0
1164,839841,2009-03-09 00:00:00,2,Roger Federer,11000.0
1165,839842,2009-03-09 00:00:00,3,Novak Djokovic,9240.0
1166,841762,2009-03-16 00:00:00,1,Rafael Nadal,14360.0
1167,841763,2009-03-16 00:00:00,2,Roger Federer,11000.0
1168,841764,2009-03-16 00:00:00,3,Novak Djokovic,9240.0
1169,843684,2009-03-23 00:00:00,1,Rafael Nadal,14990.0
1170,843685,2009-03-23 00:00:00,2,Roger Federer,10910.0
1171,843686,2009-03-23 00:00:00,3,Novak Djokovic,8420.0
1172,845599,2009-03-30 00:00:00,1,Rafael Nadal,14990.0
1173,845600,2009-03-30 00:00:00,2,Roger Federer,10910.0
1174,845601,2009-03-30 00:00:00,3,Novak Djokovic,8420.0
1175,847514,2009-04-06 00:00:00,1,Rafael Nadal,14470.0
1176,847515,2009-04-06 00:00:00,2,Roger Federer,11020.0
1177,847516,2009-04-06 00:00:00,3,Novak Djokovic,9010.0
1178,849431,2009-04-13 00:00:00,1,Rafael Nadal,14470.0
1179,849432,2009-04-13 00:00:00,2,Roger Federer,11020.0
1180,849433,2009-04-13 00:00:00,3,Novak Djokovic,9010.0
1181,851347,2009-04-20 00:00:00,1,Rafael Nadal,15390.0
1182,851348,2009-04-20 00:00:00,2,Roger Federer,10760.0
1183,851349,2009-04-20 00:00:00,3,Novak Djokovic,9520.0
1184,853257,2009-04-27 00:00:00,1,Rafael Nadal,14890.0
1185,853258,2009-04-27 00:00:00,2,Roger Federer,10060.0
1186,853259,2009-04-27 00:00:00,3,Novak Djokovic,9160.0
1187,855164,2009-05-04 00:00:00,1,Rafael Nadal,15290.0
1188,855165,2009-05-04 00:00:00,2,Roger Federer,10420.0
1189,855166,2009-05-04 00:00:00,3,Novak Djokovic,9670.0
1190,857074,2009-05-11 00:00:00,1,Rafael Nadal,15360.0
1191,857075,2009-05-11 00:00:00,2,Roger Federer,10170.0
1192,857077,2009-05-11 00:00:00,4,Novak Djokovic,8920.0
1193,858988,2009-05-18 00:00:00,1,Rafael Nadal,14960.0
1194,858989,2009-05-18 00:00:00,2,Roger Federer,10470.0
1195,858991,2009-05-18 00:00:00,4,Novak Djokovic,8830.0
1196,860903,2009-05-25 00:00:00,1,Rafael Nadal,14960.0
1197,860904,2009-05-25 00:00:00,2,Roger Federer,10470.0
1198,860906,2009-05-25 00:00:00,4,Novak Djokovic,8830.0
1199,862817,2009-06-01 00:00:00,1,Rafael Nadal,14960.0
1200,862818,2009-06-01 00:00:00,2,Roger Federer,10470.0
1201,862820,2009-06-01 00:00:00,4,Novak Djokovic,8830.0
1202,864731,2009-06-08 00:00:00,1,Rafael Nadal,13140.0
1203,864732,2009-06-08 00:00:00,2,Roger Federer,11070.0
1204,864734,2009-06-08 00:00:00,4,Novak Djokovic,8020.0
1205,866643,2009-06-15 00:00:00,1,Rafael Nadal,12735.0
1206,866644,2009-06-15 00:00:00,2,Roger Federer,10620.0
1207,866646,2009-06-15 00:00:00,4,Novak Djokovic,7860.0
1208,868554,2009-06-22 00:00:00,1,Rafael Nadal,12735.0
1209,868555,2009-06-22 00:00:00,2,Roger Federer,10620.0
1210,868557,2009-06-22 00:00:00,4,Novak Djokovic,7860.0
1211,870453,2009-06-29 00:00:00,1,Rafael Nadal,12735.0
1212,870454,2009-06-29 00:00:00,2,Roger Federer,10620.0
1213,870456,2009-06-29 00:00:00,4,Novak Djokovic,7860.0
1214,872352,2009-07-06 00:00:00,1,Roger Federer,11220.0
1215,872353,2009-07-06 00:00:00,2,Rafael Nadal,10735.0
1216,872355,2009-07-06 00:00:00,4,Novak Djokovic,8150.0
1217,874228,2009-07-13 00:00:00,1,Roger Federer,11220.0
1218,874229,2009-07-13 00:00:00,2,Rafael Nadal,10735.0
1219,874231,2009-07-13 00:00:00,4,Novak Djokovic,8150.0
1220,876104,2009-07-20 00:00:00,1,Roger Federer,11220.0
1221,876105,2009-07-20 00:00:00,2,Rafael Nadal,10735.0
1222,876107,2009-07-20 00:00:00,4,Novak Djokovic,8150.0
1223,877972,2009-07-27 00:00:00,1,Roger Federer,11210.0
1224,877973,2009-07-27 00:00:00,2,Rafael Nadal,9735.0
1225,877975,2009-07-27 00:00:00,4,Novak Djokovic,7990.0
1226,879841,2009-08-03 00:00:00,1,Roger Federer,11060.0
1227,879842,2009-08-03 00:00:00,2,Rafael Nadal,9285.0
1228,879844,2009-08-03 00:00:00,4,Novak Djokovic,7380.0
1229,881706,2009-08-10 00:00:00,1,Roger Federer,11060.0
1230,881707,2009-08-10 00:00:00,2,Rafael Nadal,9285.0
1231,881709,2009-08-10 00:00:00,4,Novak Djokovic,7380.0
1232,883564,2009-08-17 00:00:00,1,Roger Federer,11040.0
1233,883566,2009-08-17 00:00:00,3,Rafael Nadal,8665.0
1234,883567,2009-08-17 00:00:00,4,Novak Djokovic,7150.0
1235,885425,2009-08-24 00:00:00,1,Roger Federer,12040.0
1236,885427,2009-08-24 00:00:00,3,Rafael Nadal,9025.0
1237,885428,2009-08-24 00:00:00,4,Novak Djokovic,7660.0
1238,887277,2009-08-31 00:00:00,1,Roger Federer,12040.0
1239,887279,2009-08-31 00:00:00,3,Rafael Nadal,9025.0
1240,887280,2009-08-31 00:00:00,4,Novak Djokovic,7660.0
1241,889146,2009-09-07 00:00:00,1,Roger Federer,12040.0
1242,889148,2009-09-07 00:00:00,3,Rafael Nadal,9025.0
1243,889149,2009-09-07 00:00:00,4,Novak Djokovic,7660.0
1244,891015,2009-09-14 00:00:00,1,Roger Federer,11240.0
1245,891016,2009-09-14 00:00:00,2,Rafael Nadal,8845.0
1246,891018,2009-09-14 00:00:00,4,Novak Djokovic,7480.0
1247,892842,2009-09-21 00:00:00,1,Roger Federer,11255.0
1248,892843,2009-09-21 00:00:00,2,Rafael Nadal,8845.0
1249,892845,2009-09-21 00:00:00,4,Novak Djokovic,7480.0
1250,894661,2009-09-28 00:00:00,1,Roger Federer,11255.0
1251,894662,2009-09-28 00:00:00,2,Rafael Nadal,8845.0
1252,894664,2009-09-28 00:00:00,4,Novak Djokovic,7330.0
1253,896473,2009-10-05 00:00:00,1,Roger Federer,11255.0
1254,896474,2009-10-05 00:00:00,2,Rafael Nadal,8845.0
1255,896476,2009-10-05 00:00:00,4,Novak Djokovic,7330.0
1256,898282,2009-10-12 00:00:00,1,Roger Federer,11255.0
1257,898283,2009-10-12 00:00:00,2,Rafael Nadal,8945.0
1258,898285,2009-10-12 00:00:00,4,Novak Djokovic,7740.0
1259,900083,2009-10-19 00:00:00,1,Roger Federer,10805.0
1260,900084,2009-10-19 00:00:00,2,Rafael Nadal,9095.0
1261,900085,2009-10-19 00:00:00,3,Novak Djokovic,7950.0
1262,901883,2009-10-26 00:00:00,1,Roger Federer,10305.0
1263,901884,2009-10-26 00:00:00,2,Rafael Nadal,9095.0
1264,901885,2009-10-26 00:00:00,3,Novak Djokovic,7950.0
1265,903688,2009-01-01 00:02:00,1,Roger Federer,10055.0
1266,903689,2009-01-01 00:02:00,2,Rafael Nadal,8845.0
1267,903690,2009-01-01 00:02:00,3,Novak Djokovic,7890.0
1268,905496,2009-01-01 00:09:00,1,Roger Federer,10340.0
1269,905497,2009-01-01 00:09:00,2,Rafael Nadal,8845.0
1270,905498,2009-01-01 00:09:00,3,Novak Djokovic,8300.0
1271,907301,2009-01-01 01:06:00,1,Roger Federer,10150.0
1272,907302,2009-01-01 01:06:00,2,Rafael Nadal,9205.0
1273,907303,2009-01-01 01:06:00,3,Novak Djokovic,7910.0
1274,909104,2009-01-01 02:03:00,1,Roger Federer,10150.0
1275,909105,2009-01-01 02:03:00,2,Rafael Nadal,9205.0
1276,909106,2009-01-01 02:03:00,3,Novak Djokovic,7910.0
1277,910909,2009-01-01 03:00:00,1,Roger Federer,10550.0
1278,910910,2009-01-01 03:00:00,2,Rafael Nadal,9205.0
1279,910911,2009-01-01 03:00:00,3,Novak Djokovic,8310.0
1280,912721,2009-01-02 00:07:00,1,Roger Federer,10550.0
1281,912722,2009-01-02 00:07:00,2,Rafael Nadal,9205.0
1282,912723,2009-01-02 00:07:00,3,Novak Djokovic,8310.0
1283,914533,2009-01-02 01:04:00,1,Roger Federer,10550.0
1284,914534,2009-01-02 01:04:00,2,Rafael Nadal,9205.0
1285,914535,2009-01-02 01:04:00,3,Novak Djokovic,8310.0
1286,916347,2009-01-02 02:01:00,1,Roger Federer,10550.0
1287,916348,2009-01-02 02:01:00,2,Rafael Nadal,9205.0
1288,916349,2009-01-02 02:01:00,3,Novak Djokovic,8310.0
1289,918163,2009-01-02 02:08:00,1,Roger Federer,10550.0
1290,918164,2009-01-02 02:08:00,2,Rafael Nadal,9205.0
1291,918165,2009-01-02 02:08:00,3,Novak Djokovic,8310.0
1292,919974,2000-02-01 01:00:04,1,Roger Federer,10550.0
1293,919975,2000-02-01 01:00:04,2,Rafael Nadal,9205.0
1294,919976,2000-02-01 01:00:04,3,Novak Djokovic,8310.0
1295,921786,2000-02-01 01:01:01,1,Roger Federer,10550.0
1296,921787,2000-02-01 01:01:01,2,Rafael Nadal,9310.0
1297,921788,2000-02-01 01:01:01,3,Novak Djokovic,8310.0
1298,923600,2000-02-01 01:01:08,1,Roger Federer,10550.0
1299,923601,2000-02-01 01:01:08,2,Rafael Nadal,9310.0
1300,923602,2000-02-01 01:01:08,3,Novak Djokovic,8310.0
1301,925413,2000-02-01 01:02:05,1,Roger Federer,10550.0
1302,925414,2000-02-01 01:02:05,2,Rafael Nadal,9310.0
1303,925415,2000-02-01 01:02:05,3,Novak Djokovic,8310.0
1304,927226,2000-02-01 02:00:01,1,Roger Federer,11350.0
1305,927227,2000-02-01 02:00:01,2,Novak Djokovic,8310.0
1306,927229,2000-02-01 02:00:01,4,Rafael Nadal,7670.0
1307,929036,2000-02-01 02:00:08,1,Roger Federer,11350.0
1308,929037,2000-02-01 02:00:08,2,Novak Djokovic,8310.0
1309,929039,2000-02-01 02:00:08,4,Rafael Nadal,7670.0
1310,930777,2000-02-01 02:01:05,1,Roger Federer,11350.0
1311,930778,2000-02-01 02:01:05,2,Novak Djokovic,8310.0
1312,930779,2000-02-01 02:01:05,3,Rafael Nadal,7370.0
1313,932577,2000-02-01 02:02:02,1,Roger Federer,11350.0
1314,932578,2000-02-01 02:02:02,2,Novak Djokovic,8310.0
1315,932579,2000-02-01 02:02:02,3,Rafael Nadal,7370.0
1316,934372,2000-02-01 03:00:01,1,Roger Federer,11350.0
1317,934373,2000-02-01 03:00:01,2,Novak Djokovic,8310.0
1318,934374,2000-02-01 03:00:01,3,Rafael Nadal,7520.0
1319,936169,2000-02-01 03:00:08,1,Roger Federer,11350.0
1320,936170,2000-02-01 03:00:08,2,Novak Djokovic,8310.0
1321,936171,2000-02-01 03:00:08,3,Rafael Nadal,7440.0
1322,937966,2000-02-01 03:01:05,1,Roger Federer,11350.0
1323,937967,2000-02-01 03:01:05,2,Novak Djokovic,8310.0
1324,937968,2000-02-01 03:01:05,3,Rafael Nadal,7440.0
1325,939763,2000-02-01 03:02:02,1,Roger Federer,11035.0
1326,939764,2000-02-01 03:02:02,2,Novak Djokovic,8220.0
1327,939766,2000-02-01 03:02:02,4,Rafael Nadal,6800.0
1328,941557,2000-02-01 03:02:09,1,Roger Federer,11035.0
1329,941558,2000-02-01 03:02:09,2,Novak Djokovic,8220.0
1330,941560,2000-02-01 03:02:09,4,Rafael Nadal,6800.0
1331,943351,2000-02-01 04:00:05,1,Roger Federer,10765.0
1332,943352,2000-02-01 04:00:05,2,Novak Djokovic,7630.0
1333,943353,2000-02-01 04:00:05,3,Rafael Nadal,6980.0
1334,945149,2000-02-01 04:01:02,1,Roger Federer,10765.0
1335,945150,2000-02-01 04:01:02,2,Novak Djokovic,7630.0
1336,945151,2000-02-01 04:01:02,3,Rafael Nadal,6980.0
1337,946950,2000-02-01 04:01:09,1,Roger Federer,10690.0
1338,946951,2000-02-01 04:01:09,2,Novak Djokovic,7390.0
1339,946952,2000-02-01 04:01:09,3,Rafael Nadal,6980.0
1340,948755,2000-02-01 04:02:06,1,Roger Federer,10690.0
1341,948756,2000-02-01 04:02:06,2,Novak Djokovic,7390.0
1342,948757,2000-02-01 04:02:06,3,Rafael Nadal,6480.0
1343,950554,2000-02-01 05:00:03,1,Roger Federer,10340.0
1344,950555,2000-02-01 05:00:03,2,Novak Djokovic,6970.0
1345,950556,2000-02-01 05:00:03,3,Rafael Nadal,6480.0
1346,952350,2000-02-01 05:01:00,1,Roger Federer,10430.0
1347,952351,2000-02-01 05:01:00,2,Novak Djokovic,6765.0
1348,952352,2000-02-01 05:01:00,3,Rafael Nadal,6480.0
1349,954143,2000-02-01 05:01:07,1,Roger Federer,10030.0
1350,954144,2000-02-01 05:01:07,2,Rafael Nadal,6880.0
1351,954145,2000-02-01 05:01:07,3,Novak Djokovic,6405.0
1352,955936,2000-02-01 05:02:04,1,Roger Federer,10030.0
1353,955937,2000-02-01 05:02:04,2,Rafael Nadal,6880.0
1354,955938,2000-02-01 05:02:04,3,Novak Djokovic,6405.0
1355,957726,2000-02-01 05:03:01,1,Roger Federer,10030.0
1356,957727,2000-02-01 05:03:01,2,Rafael Nadal,6880.0
1357,957728,2000-02-01 05:03:01,3,Novak Djokovic,6405.0
1358,959516,2000-02-01 06:00:07,1,Rafael Nadal,8700.0
1359,959517,2000-02-01 06:00:07,2,Roger Federer,8390.0
1360,959518,2000-02-01 06:00:07,3,Novak Djokovic,6675.0
1361,961288,2000-02-01 06:01:04,1,Rafael Nadal,8745.0
1362,961289,2000-02-01 06:01:04,2,Roger Federer,8525.0
1363,961290,2000-02-01 06:01:04,3,Novak Djokovic,6545.0
1364,963059,2000-02-01 06:02:01,1,Rafael Nadal,8745.0
1365,963060,2000-02-01 06:02:01,2,Roger Federer,8525.0
1366,963061,2000-02-01 06:02:01,3,Novak Djokovic,6545.0
1367,964839,2000-02-01 06:02:08,1,Rafael Nadal,8745.0
1368,964840,2000-02-01 06:02:08,2,Roger Federer,8525.0
1369,964841,2000-02-01 06:02:08,3,Novak Djokovic,6545.0
1370,966619,2000-02-01 07:00:05,1,Rafael Nadal,10745.0
1371,966620,2000-02-01 07:00:05,2,Novak Djokovic,6905.0
1372,966621,2000-02-01 07:00:05,3,Roger Federer,6885.0
1373,968395,2000-02-01 07:01:02,1,Rafael Nadal,10745.0
1374,968396,2000-02-01 07:01:02,2,Novak Djokovic,6905.0
1375,968397,2000-02-01 07:01:02,3,Roger Federer,6885.0
1376,970173,2000-02-01 07:01:09,1,Rafael Nadal,10745.0
