level_0,index,ranking_date,rank,player,points
1774,1218815,3051-02-01 03:00:00,5,Rafael Nadal,6895.0
1775,1220792,3052-02-01 00:00:00,1,Novak Djokovic,12310.0
1776,1220794,3052-02-01 00:00:00,3,Roger Federer,8000.0
1777,1220795,3052-02-01 00:00:00,4,Rafael Nadal,6895.0
1778,1222783,3052-02-01 07:00:00,1,Novak Djokovic,12310.0
1779,1222785,3052-02-01 07:00:00,3,Roger Federer,8000.0
1780,1222786,3052-02-01 07:00:00,4,Rafael Nadal,6895.0
1781,1224784,3061-02-01 00:00:00,1,Novak Djokovic,11830.0
1782,1224786,3061-02-01 00:00:00,3,Roger Federer,7640.0
1783,1224788,3061-02-01 00:00:00,5,Rafael Nadal,6895.0
1784,1226795,3061-02-01 07:00:00,1,Novak Djokovic,11830.0
1785,1226797,3061-02-01 07:00:00,3,Roger Federer,7740.0
1786,1226799,3061-02-01 07:00:00,5,Rafael Nadal,6895.0
1787,1228827,3062-02-01 04:00:00,1,Novak Djokovic,11830.0
1788,1228829,3062-02-01 04:00:00,3,Roger Federer,7740.0
1789,1228831,3062-02-01 04:00:00,5,Rafael Nadal,6895.0
1790,1230865,3070-02-01 08:00:00,1,Novak Djokovic,12310.0
1791,1230868,3070-02-01 08:00:00,4,Rafael Nadal,6860.0
1792,1230869,3070-02-01 08:00:00,5,Roger Federer,5785.0
1793,1232910,3071-02-01 05:00:00,1,Novak Djokovic,12310.0
1794,1232913,3071-02-01 05:00:00,4,Rafael Nadal,6860.0
1795,1232914,3071-02-01 05:00:00,5,Roger Federer,5785.0
1796,1234972,3072-02-01 02:00:00,1,Novak Djokovic,12310.0
1797,1234975,3072-02-01 02:00:00,4,Rafael Nadal,6860.0
1798,1234976,3072-02-01 02:00:00,5,Roger Federer,5875.0
1799,1237029,3072-02-01 09:00:00,1,Novak Djokovic,12310.0
1800,1237032,3072-02-01 09:00:00,4,Rafael Nadal,6860.0
1801,1237033,3072-02-01 09:00:00,5,Roger Federer,5875.0
1802,1239080,3080-02-01 05:00:00,1,Novak Djokovic,12040.0
1803,1239083,3080-02-01 05:00:00,4,Rafael Nadal,6860.0
1804,1239084,3080-02-01 05:00:00,5,Roger Federer,5515.0
1805,1241149,3081-02-01 02:00:00,1,Novak Djokovic,11400.0
1806,1241151,3081-02-01 02:00:00,3,Rafael Nadal,7860.0
1807,1241153,3081-02-01 02:00:00,5,Roger Federer,5515.0
1808,1243223,3081-02-01 09:00:00,1,Novak Djokovic,10980.0
1809,1243224,3081-02-01 09:00:00,2,Rafael Nadal,8860.0
1810,1243229,3081-02-01 09:00:00,7,Roger Federer,4695.0
1811,1245314,3082-02-01 06:00:00,1,Novak Djokovic,10980.0
1812,1245315,3082-02-01 06:00:00,2,Rafael Nadal,8860.0
1813,1245320,3082-02-01 06:00:00,7,Roger Federer,4695.0
1814,1247418,3090-02-01 09:00:00,1,Novak Djokovic,10980.0
1815,1247419,3090-02-01 09:00:00,2,Rafael Nadal,10860.0
1816,1247423,3090-02-01 09:00:00,6,Roger Federer,4515.0
1817,1249559,3091-02-01 06:00:00,1,Novak Djokovic,11120.0
1818,1249560,3091-02-01 06:00:00,2,Rafael Nadal,10860.0
1819,1249563,3091-02-01 06:00:00,5,Roger Federer,4515.0
1820,1251684,3092-02-01 03:00:00,1,Novak Djokovic,11120.0
1821,1251685,3092-02-01 03:00:00,2,Rafael Nadal,10860.0
1822,1251688,3092-02-01 03:00:00,5,Roger Federer,4515.0
1823,1253808,3093-02-01 00:00:00,1,Novak Djokovic,11120.0
1824,1253809,3093-02-01 00:00:00,2,Rafael Nadal,10860.0
1825,1253813,3093-02-01 00:00:00,6,Roger Federer,4515.0
1826,1255935,3100-02-01 07:00:00,1,Rafael Nadal,11160.0
1827,1255936,3100-02-01 07:00:00,2,Novak Djokovic,11120.0
1828,1255941,3100-02-01 07:00:00,7,Roger Federer,4515.0
1829,1258071,3101-02-01 04:00:00,1,Rafael Nadal,11520.0
1830,1258072,3101-02-01 04:00:00,2,Novak Djokovic,11120.0
1831,1258077,3101-02-01 04:00:00,7,Roger Federer,4245.0
1832,1260211,3102-02-01 01:00:00,1,Rafael Nadal,11520.0
1833,1260212,3102-02-01 01:00:00,2,Novak Djokovic,11120.0
1834,1260216,3102-02-01 01:00:00,6,Roger Federer,4245.0
1835,1262372,3102-02-01 08:00:00,1,Rafael Nadal,11670.0
1836,1262373,3102-02-01 08:00:00,2,Novak Djokovic,11120.0
1837,1262377,3102-02-01 08:00:00,6,Roger Federer,4245.0
1838,1264543,2013-01-01 00:04:00,1,Rafael Nadal,12030.0
1839,1264544,2013-01-01 00:04:00,2,Novak Djokovic,10610.0
1840,1264549,2013-01-01 00:04:00,7,Roger Federer,3805.0
1841,1266722,2013-01-01 01:01:00,1,Rafael Nadal,13030.0
1842,1266723,2013-01-01 01:01:00,2,Novak Djokovic,12110.0
1843,1266727,2013-01-01 01:01:00,6,Roger Federer,4205.0
1844,1268896,2013-01-01 01:08:00,1,Rafael Nadal,13030.0
1845,1268897,2013-01-01 01:08:00,2,Novak Djokovic,12260.0
1846,1268901,2013-01-01 01:08:00,6,Roger Federer,4205.0
1847,1271076,2013-01-01 02:05:00,1,Rafael Nadal,13030.0
1848,1271077,2013-01-01 02:05:00,2,Novak Djokovic,12260.0
1849,1271081,2013-01-01 02:05:00,6,Roger Federer,4205.0
1850,1273265,2013-01-02 00:02:00,1,Rafael Nadal,13030.0
1851,1273266,2013-01-02 00:02:00,2,Novak Djokovic,12260.0
1852,1273270,2013-01-02 00:02:00,6,Roger Federer,4205.0
1853,1275447,2013-01-02 00:09:00,1,Rafael Nadal,13030.0
1854,1275448,2013-01-02 00:09:00,2,Novak Djokovic,12260.0
1855,1275452,2013-01-02 00:09:00,6,Roger Federer,4205.0
1856,1277629,2013-01-02 01:06:00,1,Rafael Nadal,13030.0
1857,1277630,2013-01-02 01:06:00,2,Novak Djokovic,12260.0
1858,1277634,2013-01-02 01:06:00,6,Roger Federer,4205.0
1859,1279801,2013-01-02 02:03:00,1,Rafael Nadal,13030.0
1860,1279802,2013-01-02 02:03:00,2,Novak Djokovic,12260.0
1861,1279806,2013-01-02 02:03:00,6,Roger Federer,4205.0
1862,1281970,2013-01-02 03:00:00,1,Rafael Nadal,13030.0
1863,1281971,2013-01-02 03:00:00,2,Novak Djokovic,12260.0
1864,1281975,2013-01-02 03:00:00,6,Roger Federer,4205.0
1865,1284139,4010-02-01 06:00:00,1,Rafael Nadal,13130.0
1866,1284140,4010-02-01 06:00:00,2,Novak Djokovic,12260.0
1867,1284144,4010-02-01 06:00:00,6,Roger Federer,4355.0
1868,1286300,4011-02-01 03:00:00,1,Rafael Nadal,13130.0
1869,1286301,4011-02-01 03:00:00,2,Novak Djokovic,12260.0
1870,1286305,4011-02-01 03:00:00,6,Roger Federer,4355.0
1871,1288460,4012-02-01 07:00:00,1,Rafael Nadal,14330.0
1872,1288461,4012-02-01 07:00:00,2,Novak Djokovic,10620.0
1873,1288467,4012-02-01 07:00:00,8,Roger Federer,4355.0
1874,1290622,4020-02-01 03:00:00,1,Rafael Nadal,14330.0
1875,1290623,4020-02-01 03:00:00,2,Novak Djokovic,10580.0
1876,1290629,4020-02-01 03:00:00,8,Roger Federer,4355.0
1877,1292785,4021-02-01 00:00:00,1,Rafael Nadal,14330.0
1878,1292786,4021-02-01 00:00:00,2,Novak Djokovic,10580.0
1879,1292792,4021-02-01 00:00:00,8,Roger Federer,4355.0
1880,1294954,4021-02-01 07:00:00,1,Rafael Nadal,14085.0
1881,1294955,4021-02-01 07:00:00,2,Novak Djokovic,10580.0
1882,1294961,4021-02-01 07:00:00,8,Roger Federer,4305.0
1883,1297125,4022-02-01 04:00:00,1,Rafael Nadal,14580.0
1884,1297126,4022-02-01 04:00:00,2,Novak Djokovic,10580.0
1885,1297132,4022-02-01 04:00:00,8,Roger Federer,4305.0
1886,1299302,4030-02-01 03:00:00,1,Rafael Nadal,14085.0
1887,1299303,4030-02-01 03:00:00,2,Novak Djokovic,10260.0
1888,1299309,4030-02-01 03:00:00,8,Roger Federer,4625.0
1889,1301478,4031-02-01 07:00:00,1,Rafael Nadal,13130.0
1890,1301479,4031-02-01 07:00:00,2,Novak Djokovic,10900.0
1891,1301482,4031-02-01 07:00:00,5,Roger Federer,5045.0
1892,1303663,4033-02-01 01:00:00,1,Rafael Nadal,13730.0
1893,1303664,4033-02-01 01:00:00,2,Novak Djokovic,11810.0
1894,1303666,4033-02-01 01:00:00,4,Roger Federer,5225.0
1895,1305863,4040-02-01 07:00:00,1,Rafael Nadal,13730.0
1896,1305864,4040-02-01 07:00:00,2,Novak Djokovic,11680.0
1897,1305866,4040-02-01 07:00:00,4,Roger Federer,5355.0
1898,1308059,4041-02-01 04:00:00,1,Rafael Nadal,13730.0
1899,1308060,4041-02-01 04:00:00,2,Novak Djokovic,11680.0
1900,1308062,4041-02-01 04:00:00,4,Roger Federer,5355.0
1901,1310266,4042-02-01 01:00:00,1,Rafael Nadal,13310.0
1902,1310267,4042-02-01 01:00:00,2,Novak Djokovic,11040.0
1903,1310269,4042-02-01 01:00:00,4,Roger Federer,5805.0
1904,1312474,4042-02-01 08:00:00,1,Rafael Nadal,12900.0
1905,1312475,4042-02-01 08:00:00,2,Novak Djokovic,11040.0
1906,1312477,4042-02-01 08:00:00,4,Roger Federer,5805.0
1907,1314690,4050-02-01 05:00:00,1,Rafael Nadal,12900.0
1908,1314691,4050-02-01 05:00:00,2,Novak Djokovic,11040.0
1909,1314693,4050-02-01 05:00:00,4,Roger Federer,5805.0
1910,1316913,4051-02-01 02:00:00,1,Rafael Nadal,12900.0
1911,1316914,4051-02-01 02:00:00,2,Novak Djokovic,11030.0
1912,1316916,4051-02-01 02:00:00,4,Roger Federer,5715.0
1913,1319140,4051-02-01 09:00:00,1,Rafael Nadal,12500.0
1914,1319141,4051-02-01 09:00:00,2,Novak Djokovic,11850.0
1915,1319143,4051-02-01 09:00:00,4,Roger Federer,5125.0
1916,1321350,4052-02-01 06:00:00,1,Rafael Nadal,12500.0
1917,1321351,4052-02-01 06:00:00,2,Novak Djokovic,11850.0
1918,1321353,4052-02-01 06:00:00,4,Roger Federer,5125.0
1919,1323549,4060-02-01 09:00:00,1,Rafael Nadal,12500.0
1920,1323550,4060-02-01 09:00:00,2,Novak Djokovic,12330.0
1921,1323552,4060-02-01 09:00:00,4,Roger Federer,4945.0
1922,1325748,4061-02-01 06:00:00,1,Rafael Nadal,12500.0
1923,1325749,4061-02-01 06:00:00,2,Novak Djokovic,12330.0
1924,1325751,4061-02-01 06:00:00,4,Roger Federer,4945.0
1925,1327959,4062-02-01 03:00:00,1,Rafael Nadal,12500.0
1926,1327960,4062-02-01 03:00:00,2,Novak Djokovic,12330.0
1927,1327962,4062-02-01 03:00:00,4,Roger Federer,4945.0
1928,1330169,4070-02-01 07:00:00,1,Novak Djokovic,13130.0
1929,1330170,4070-02-01 07:00:00,2,Rafael Nadal,12670.0
1930,1330171,4070-02-01 07:00:00,3,Roger Federer,6100.0
1931,1332402,4071-02-01 04:00:00,1,Novak Djokovic,13130.0
1932,1332403,4071-02-01 04:00:00,2,Rafael Nadal,12670.0
1933,1332404,4071-02-01 04:00:00,3,Roger Federer,6100.0
1934,1334639,4072-02-01 01:00:00,1,Novak Djokovic,13130.0
1935,1334640,4072-02-01 01:00:00,2,Rafael Nadal,12670.0
1936,1334641,4072-02-01 01:00:00,3,Roger Federer,6070.0
1937,1336879,4072-02-01 08:00:00,1,Novak Djokovic,13130.0
1938,1336880,4072-02-01 08:00:00,2,Rafael Nadal,12670.0
1939,1336881,4072-02-01 08:00:00,3,Roger Federer,6070.0
1940,1339128,4080-02-01 04:00:00,1,Novak Djokovic,13130.0
1941,1339129,4080-02-01 04:00:00,2,Rafael Nadal,12670.0
1942,1339130,4080-02-01 04:00:00,3,Roger Federer,6070.0
1943,1341380,4081-02-01 01:00:00,1,Novak Djokovic,12860.0
1944,1341381,4081-02-01 01:00:00,2,Rafael Nadal,11670.0
1945,1341382,4081-02-01 01:00:00,3,Roger Federer,6670.0
1946,1343633,4081-02-01 08:00:00,1,Novak Djokovic,12770.0
1947,1343634,4081-02-01 08:00:00,2,Rafael Nadal,10670.0
1948,1343635,4081-02-01 08:00:00,3,Roger Federer,7490.0
1949,1345877,4082-02-01 05:00:00,1,Novak Djokovic,12770.0
1950,1345878,4082-02-01 05:00:00,2,Rafael Nadal,10670.0
1951,1345879,4082-02-01 05:00:00,3,Roger Federer,7490.0
1952,1348109,4090-02-01 08:00:00,1,Novak Djokovic,12290.0
1953,1348110,4090-02-01 08:00:00,2,Rafael Nadal,8670.0
1954,1348111,4090-02-01 08:00:00,3,Roger Federer,8030.0
1955,1350338,4091-02-01 05:00:00,1,Novak Djokovic,12150.0
1956,1350339,4091-02-01 05:00:00,2,Rafael Nadal,8665.0
1957,1350340,4091-02-01 05:00:00,3,Roger Federer,8170.0
1958,1352579,4092-02-01 02:00:00,1,Novak Djokovic,12150.0
1959,1352580,4092-02-01 02:00:00,2,Rafael Nadal,8665.0
1960,1352581,4092-02-01 02:00:00,3,Roger Federer,8170.0
1961,1354807,4092-02-01 09:00:00,1,Novak Djokovic,12150.0
1962,1354808,4092-02-01 09:00:00,2,Rafael Nadal,8665.0
1963,1354809,4092-02-01 09:00:00,3,Roger Federer,8170.0
1964,1357022,4100-02-01 06:00:00,1,Novak Djokovic,12150.0
1965,1357023,4100-02-01 06:00:00,2,Rafael Nadal,8455.0
1966,1357024,4100-02-01 06:00:00,3,Roger Federer,8170.0
1967,1359223,4101-02-01 03:00:00,1,Novak Djokovic,11510.0
1968,1359224,4101-02-01 03:00:00,2,Roger Federer,9080.0
1969,1359225,4101-02-01 03:00:00,3,Rafael Nadal,8105.0
1970,1361401,4102-02-01 00:00:00,1,Novak Djokovic,11510.0
1971,1361402,4102-02-01 00:00:00,2,Roger Federer,9080.0
1972,1361403,4102-02-01 00:00:00,3,Rafael Nadal,8105.0
1973,1363566,4102-02-01 07:00:00,1,Novak Djokovic,11510.0
1974,1363567,4102-02-01 07:00:00,2,Roger Federer,9280.0
1975,1363568,4102-02-01 07:00:00,3,Rafael Nadal,8195.0
1976,1365728,2014-01-01 00:03:00,1,Novak Djokovic,10010.0
1977,1365729,2014-01-01 00:03:00,2,Roger Federer,8700.0
1978,1365730,2014-01-01 00:03:00,3,Rafael Nadal,6835.0
1979,1367882,2014-01-01 01:00:00,1,Novak Djokovic,10010.0
1980,1367883,2014-01-01 01:00:00,2,Roger Federer,8700.0
1981,1367884,2014-01-01 01:00:00,3,Rafael Nadal,6835.0
1982,1370035,2014-01-01 01:07:00,1,Novak Djokovic,11510.0
1983,1370036,2014-01-01 01:07:00,2,Roger Federer,9700.0
1984,1370037,2014-01-01 01:07:00,3,Rafael Nadal,6835.0
1985,1372195,2014-01-01 02:04:00,1,Novak Djokovic,11360.0
1986,1372196,2014-01-01 02:04:00,2,Roger Federer,9775.0
1987,1372197,2014-01-01 02:04:00,3,Rafael Nadal,6835.0
1988,1374365,2014-01-02 00:01:00,1,Novak Djokovic,11360.0
1989,1374366,2014-01-02 00:01:00,2,Roger Federer,9775.0
1990,1374367,2014-01-02 00:01:00,3,Rafael Nadal,6835.0
1991,1376533,2014-01-02 00:08:00,1,Novak Djokovic,11360.0
1992,1376534,2014-01-02 00:08:00,2,Roger Federer,9775.0
1993,1376535,2014-01-02 00:08:00,3,Rafael Nadal,6835.0
1994,1378697,2014-01-02 01:05:00,1,Novak Djokovic,11360.0
1995,1378698,2014-01-02 01:05:00,2,Roger Federer,9775.0
1996,1378699,2014-01-02 01:05:00,3,Rafael Nadal,6835.0
1997,1380865,2014-01-02 02:02:00,1,Novak Djokovic,11360.0
1998,1380866,2014-01-02 02:02:00,2,Roger Federer,9775.0
1999,1380867,2014-01-02 02:02:00,3,Rafael Nadal,6835.0
2000,1383044,2014-01-02 02:09:00,1,Novak Djokovic,11360.0
2001,1383045,2014-01-02 02:09:00,2,Roger Federer,9775.0
2002,1383046,2014-01-02 02:09:00,3,Rafael Nadal,6835.0
2003,1385228,5010-02-01 05:00:00,1,Novak Djokovic,11360.0
2004,1385229,5010-02-01 05:00:00,2,Roger Federer,9625.0
2005,1385230,5010-02-01 05:00:00,3,Rafael Nadal,6585.0
2006,1387410,5011-02-01 02:00:00,1,Novak Djokovic,11405.0
2007,1387411,5011-02-01 02:00:00,2,Roger Federer,9875.0
2008,1387412,5011-02-01 02:00:00,3,Rafael Nadal,6585.0
2009,1389592,5011-02-01 09:00:00,1,Novak Djokovic,11405.0
2010,1389593,5011-02-01 09:00:00,2,Roger Federer,9875.0
2011,1389594,5011-02-01 09:00:00,3,Rafael Nadal,6585.0
2012,1391776,5020-02-01 02:00:00,1,Novak Djokovic,13045.0
2013,1391777,5020-02-01 02:00:00,2,Roger Federer,9245.0
2014,1391778,5020-02-01 02:00:00,3,Rafael Nadal,5745.0
2015,1393969,5020-02-01 09:00:00,1,Novak Djokovic,13045.0
2016,1393970,5020-02-01 09:00:00,2,Roger Federer,9205.0
2017,1393971,5020-02-01 09:00:00,3,Rafael Nadal,5745.0
2018,1396160,5021-02-01 06:00:00,1,Novak Djokovic,13045.0
2019,1396161,5021-02-01 06:00:00,2,Roger Federer,9205.0
2020,1396162,5021-02-01 06:00:00,3,Rafael Nadal,5745.0
2021,1398345,5022-02-01 03:00:00,1,Novak Djokovic,13045.0
2022,1398346,5022-02-01 03:00:00,2,Roger Federer,9205.0
2023,1398348,5022-02-01 03:00:00,4,Rafael Nadal,5425.0
2024,1400526,5030-02-01 02:00:00,1,Novak Djokovic,13165.0
2025,1400527,5030-02-01 02:00:00,2,Roger Federer,9205.0
2026,1400528,5030-02-01 02:00:00,3,Rafael Nadal,5675.0
2027,1402707,5030-02-01 09:00:00,1,Novak Djokovic,13205.0
2028,1402708,5030-02-01 09:00:00,2,Roger Federer,9205.0
2029,1402709,5030-02-01 09:00:00,3,Rafael Nadal,5675.0
2030,1404893,5032-02-01 03:00:00,1,Novak Djokovic,13205.0
2031,1404894,5032-02-01 03:00:00,2,Roger Federer,9205.0
2032,1404895,5032-02-01 03:00:00,3,Rafael Nadal,5810.0
2033,1407072,5040-02-01 06:00:00,1,Novak Djokovic,13205.0
2034,1407073,5040-02-01 06:00:00,2,Roger Federer,8895.0
2035,1407076,5040-02-01 06:00:00,5,Rafael Nadal,5255.0
2036,1409244,5041-02-01 03:00:00,1,Novak Djokovic,13205.0
2037,1409245,5041-02-01 03:00:00,2,Roger Federer,8895.0
2038,1409248,5041-02-01 03:00:00,5,Rafael Nadal,5255.0
2039,1411423,5042-02-01 00:00:00,1,Novak Djokovic,13845.0
2040,1411424,5042-02-01 00:00:00,2,Roger Federer,8385.0
2041,1411426,5042-02-01 00:00:00,4,Rafael Nadal,5435.0
2042,1413607,5042-02-01 07:00:00,1,Novak Djokovic,13845.0
2043,1413608,5042-02-01 07:00:00,2,Roger Federer,8385.0
2044,1413610,5042-02-01 07:00:00,4,Rafael Nadal,5390.0
2045,1415788,5050-02-01 04:00:00,1,Novak Djokovic,13845.0
2046,1415789,5050-02-01 04:00:00,2,Roger Federer,8635.0
2047,1415791,5050-02-01 04:00:00,4,Rafael Nadal,5390.0
2048,1417970,5051-02-01 01:00:00,1,Novak Djokovic,13845.0
2049,1417971,5051-02-01 01:00:00,2,Roger Federer,8645.0
2050,1417976,5051-02-01 01:00:00,7,Rafael Nadal,4990.0
2051,1420167,5051-02-01 08:00:00,1,Novak Djokovic,13845.0
2052,1420168,5051-02-01 08:00:00,2,Roger Federer,9235.0
2053,1420173,5051-02-01 08:00:00,7,Rafael Nadal,4570.0
2054,1422380,5052-02-01 05:00:00,1,Novak Djokovic,13845.0
2055,1422381,5052-02-01 05:00:00,2,Roger Federer,9235.0
2056,1422386,5052-02-01 05:00:00,7,Rafael Nadal,4570.0
2057,1424598,5060-02-01 08:00:00,1,Novak Djokovic,13845.0
2058,1424599,5060-02-01 08:00:00,2,Roger Federer,9415.0
2059,1424607,5060-02-01 08:00:00,10,Rafael Nadal,2930.0
2060,1426811,5061-02-01 05:00:00,1,Novak Djokovic,13845.0
2061,1426812,5061-02-01 05:00:00,2,Roger Federer,9165.0
2062,1426820,5061-02-01 05:00:00,10,Rafael Nadal,3135.0
2063,1429032,5062-02-01 02:00:00,1,Novak Djokovic,13845.0
2064,1429033,5062-02-01 02:00:00,2,Roger Federer,9665.0
2065,1429041,5062-02-01 02:00:00,10,Rafael Nadal,3135.0
2066,1431273,5062-02-01 09:00:00,1,Novak Djokovic,13845.0
2067,1431274,5062-02-01 09:00:00,2,Roger Federer,9665.0
2068,1431282,5062-02-01 09:00:00,10,Rafael Nadal,3135.0
2069,1433544,5071-02-01 03:00:00,1,Novak Djokovic,13845.0
2070,1433545,5071-02-01 03:00:00,2,Roger Federer,9665.0
2071,1433553,5071-02-01 03:00:00,10,Rafael Nadal,3000.0
2072,1435798,5072-02-01 00:00:00,1,Novak Djokovic,13845.0
2073,1435799,5072-02-01 00:00:00,2,Roger Federer,9665.0
2074,1435807,5072-02-01 00:00:00,10,Rafael Nadal,3000.0
2075,1438045,5072-02-01 07:00:00,1,Novak Djokovic,13845.0
2076,1438046,5072-02-01 07:00:00,2,Roger Federer,9665.0
2077,1438054,5072-02-01 07:00:00,10,Rafael Nadal,3000.0
2078,1440279,5080-02-01 03:00:00,1,Novak Djokovic,13845.0
2079,1440280,5080-02-01 03:00:00,2,Roger Federer,9665.0
2080,1440287,5080-02-01 03:00:00,9,Rafael Nadal,3410.0
2081,1442506,5081-02-01 00:00:00,1,Novak Djokovic,13755.0
2082,1442507,5081-02-01 00:00:00,2,Roger Federer,9065.0
2083,1442514,5081-02-01 00:00:00,9,Rafael Nadal,3500.0
2084,1444749,5081-02-01 07:00:00,1,Novak Djokovic,14265.0
2085,1444751,5081-02-01 07:00:00,3,Roger Federer,8065.0
2086,1444756,5081-02-01 07:00:00,8,Rafael Nadal,3680.0
2087,1446987,5082-02-01 04:00:00,1,Novak Djokovic,14865.0
2088,1446988,5082-02-01 04:00:00,2,Roger Federer,9065.0
2089,1446994,5082-02-01 04:00:00,8,Rafael Nadal,3680.0
2090,1449223,5083-02-01 01:00:00,1,Novak Djokovic,14865.0
2091,1449224,5083-02-01 01:00:00,2,Roger Federer,9065.0
2092,1449230,5083-02-01 01:00:00,8,Rafael Nadal,3680.0
2093,1451482,5091-02-01 04:00:00,1,Novak Djokovic,16145.0
2094,1451483,5091-02-01 04:00:00,2,Roger Federer,9405.0
2095,1451488,5091-02-01 04:00:00,7,Rafael Nadal,3770.0
2096,1453690,5092-02-01 01:00:00,1,Novak Djokovic,16145.0
2097,1453691,5092-02-01 01:00:00,2,Roger Federer,9420.0
2098,1453696,5092-02-01 01:00:00,7,Rafael Nadal,3770.0
2099,1455909,5092-02-01 08:00:00,1,Novak Djokovic,16145.0
2100,1455910,5092-02-01 08:00:00,2,Roger Federer,9420.0
2101,1455915,5092-02-01 08:00:00,7,Rafael Nadal,3770.0
2102,1458128,5100-02-01 05:00:00,1,Novak Djokovic,15645.0
2103,1458129,5100-02-01 05:00:00,2,Roger Federer,9420.0
2104,1458135,5100-02-01 05:00:00,8,Rafael Nadal,3770.0
2105,1460361,5101-02-01 02:00:00,1,Novak Djokovic,15785.0
2106,1460363,5101-02-01 02:00:00,3,Roger Federer,8420.0
2107,1460367,5101-02-01 02:00:00,7,Rafael Nadal,4060.0
2108,1462602,5101-02-01 09:00:00,1,Novak Djokovic,16785.0
2109,1462604,5101-02-01 09:00:00,3,Roger Federer,8430.0
2110,1462608,5101-02-01 09:00:00,7,Rafael Nadal,4330.0
2111,1464844,5102-02-01 06:00:00,1,Novak Djokovic,16785.0
2112,1464846,5102-02-01 06:00:00,3,Roger Federer,7930.0
2113,1464850,5102-02-01 06:00:00,7,Rafael Nadal,4330.0
2114,1467097,2015-01-01 00:02:00,1,Novak Djokovic,15785.0
2115,1467098,2015-01-01 00:02:00,2,Roger Federer,8250.0
2116,1467102,2015-01-01 00:02:00,6,Rafael Nadal,4630.0
2117,1469348,2015-01-01 00:09:00,1,Novak Djokovic,15285.0
2118,1469350,2015-01-01 00:09:00,3,Roger Federer,7340.0
2119,1469352,2015-01-01 00:09:00,5,Rafael Nadal,4630.0
2120,1471600,2015-01-01 01:06:00,1,Novak Djokovic,15285.0
2121,1471602,2015-01-01 01:06:00,3,Roger Federer,7340.0
2122,1471604,2015-01-01 01:06:00,5,Rafael Nadal,4630.0
2123,1473850,2015-01-01 02:03:00,1,Novak Djokovic,16585.0
2124,1473852,2015-01-01 02:03:00,3,Roger Federer,8265.0
2125,1473854,2015-01-01 02:03:00,5,Rafael Nadal,5230.0
2126,1476093,2015-01-01 03:00:00,1,Novak Djokovic,16585.0
2127,1476095,2015-01-01 03:00:00,3,Roger Federer,8265.0
2128,1476097,2015-01-01 03:00:00,5,Rafael Nadal,5230.0
2129,1478335,2015-01-02 00:07:00,1,Novak Djokovic,16585.0
2130,1478337,2015-01-02 00:07:00,3,Roger Federer,8265.0
2131,1478339,2015-01-02 00:07:00,5,Rafael Nadal,5230.0
2132,1480587,2015-01-02 01:04:00,1,Novak Djokovic,16585.0
2133,1480589,2015-01-02 01:04:00,3,Roger Federer,8265.0
2134,1480591,2015-01-02 01:04:00,5,Rafael Nadal,5230.0
2135,1482846,2015-01-02 02:01:00,1,Novak Djokovic,16585.0
2136,1482848,2015-01-02 02:01:00,3,Roger Federer,8265.0
2137,1482850,2015-01-02 02:01:00,5,Rafael Nadal,5230.0
2138,1485100,2015-01-02 02:08:00,1,Novak Djokovic,16585.0
2139,1485102,2015-01-02 02:08:00,3,Roger Federer,8265.0
2140,1485104,2015-01-02 02:08:00,5,Rafael Nadal,5230.0
2141,1487355,6010-02-01 04:00:00,1,Novak Djokovic,16585.0
2142,1487357,6010-02-01 04:00:00,3,Roger Federer,8265.0
2143,1487359,6010-02-01 04:00:00,5,Rafael Nadal,5230.0
2144,1489610,6011-02-01 01:00:00,1,Novak Djokovic,16790.0
2145,1489612,6011-02-01 01:00:00,3,Roger Federer,8165.0
2146,1489614,6011-02-01 01:00:00,5,Rafael Nadal,5230.0
2147,1491865,6011-02-01 08:00:00,1,Novak Djokovic,16790.0
2148,1491867,6011-02-01 08:00:00,3,Roger Federer,8165.0
2149,1491869,6011-02-01 08:00:00,5,Rafael Nadal,5230.0
2150,1494118,6020-02-01 01:00:00,1,Novak Djokovic,16790.0
2151,1494120,6020-02-01 01:00:00,3,Roger Federer,8795.0
2152,1494122,6020-02-01 01:00:00,5,Rafael Nadal,4880.0
2153,1496373,6020-02-01 08:00:00,1,Novak Djokovic,16790.0
2154,1496375,6020-02-01 08:00:00,3,Roger Federer,8795.0
2155,1496377,6020-02-01 08:00:00,5,Rafael Nadal,4880.0
2156,1498631,6021-02-01 05:00:00,1,Novak Djokovic,16790.0
2157,1498633,6021-02-01 05:00:00,3,Roger Federer,8795.0
2158,1498635,6021-02-01 05:00:00,5,Rafael Nadal,4880.0
2159,1500890,6022-02-01 02:00:00,1,Novak Djokovic,16790.0
2160,1500892,6022-02-01 02:00:00,3,Roger Federer,8795.0
2161,1500894,6022-02-01 02:00:00,5,Rafael Nadal,4880.0
2162,1503151,6022-02-01 09:00:00,1,Novak Djokovic,16580.0
2163,1503153,6022-02-01 09:00:00,3,Roger Federer,8295.0
2164,1503155,6022-02-01 09:00:00,5,Rafael Nadal,4810.0
2165,1505410,6030-02-01 07:00:00,1,Novak Djokovic,16540.0
2166,1505412,6030-02-01 07:00:00,3,Roger Federer,8295.0
2167,1505414,6030-02-01 07:00:00,5,Rafael Nadal,4810.0
2168,1507671,6032-02-01 01:00:00,1,Novak Djokovic,16540.0
